,GEOID_Data,facility_type,X.1,X,FID,OBJECTID,STATEFP,COUNTYFP,TRACTCE,GEOID,NAME,NAMELSAD,MTFCC,FUNCSTAT,ALAND,AWATER,INTPTLAT,INTPTLON,Shape_Leng,Shape_Area,area_sqr_m,land_ratio,ORIG_FID,POINT_X,POINT_Y,facility_name,facility_lat,facility_lng,distance_rank,Dist_km_bm,Dur_min_bm,Dist_km_rt,Dur_min_rt,time,Dist_km_rg,Dur_min_rg
11847,14000US39093095100,fire,1700,8496,429,52146,39,93,95100,39093095100,951,Census Tract 951,G5020,S,72918206,297370,41.2476146,-82.0294888,0.409166329,0.007864514,28.1539001,0.994480843,429,-82.02873508,41.2423868,Grafton Township Fire Department,41.2356822,-82.0224856,0,0.734,0.566666667,0.734,0.683333333,1/20/2019 16:00,0.734,0.616666667
11851,14000US39093095100,grocery,1065,5321,429,52146,39,93,95100,39093095100,951,Census Tract 951,G5020,S,72918206,297370,41.2476146,-82.0294888,0.409166329,0.007864514,28.1539001,0.994480843,429,-82.02873508,41.2423868,Dev Food & Beverage,41.272903,-82.0544295,0,5.399,5.016666667,5.399,5.616666667,1/20/2019 16:00,5.399,5.183333333
11855,14000US39093095100,hospital,430,2146,429,52146,39,93,95100,39093095100,951,Census Tract 951,G5020,S,72918206,297370,41.2476146,-82.0294888,0.409166329,0.007864514,28.1539001,0.994480843,429,-82.02873508,41.2423868,University Hospitals Elyria Medical Center,41.3666702,-82.0974743,0,19.363,17.93333333,19.363,18.98333333,1/20/2019 16:00,19.363,18.55
11860,14000US39093095100,police,2335,11671,429,52146,39,93,95100,39093095100,951,Census Tract 951,G5020,S,72918206,297370,41.2476146,-82.0294888,0.409166329,0.007864514,28.1539001,0.994480843,429,-82.02873508,41.2423868,Grafton Police Department,41.2715982,-82.0546792,0,5.305,4.733333333,5.305,5.333333333,1/20/2019 16:00,5.305,4.866666667
11862,14000US39093096100,center,2680,12840,139,51300,39,93,96100,39093096100,961,Census Tract 961,G5020,S,57347085,1025915,41.1693053,-82.2185411,0.326751017,0.006263232,22.1417999,0.985135614,139,-82.21905286,41.16870588,Cleveland Downtown,41.5047834,-81.6856808,0,69.871,45.71666667,69.871,52.16666667,1/20/2019 16:00,69.871,47.11666667
11866,14000US39093096100,fire,1410,7046,139,51300,39,93,96100,39093096100,961,Census Tract 961,G5020,S,57347085,1025915,41.1693053,-82.2185411,0.326751017,0.006263232,22.1417999,0.985135614,139,-82.21905286,41.16870588,Pittsfield Twp Fire Department,41.1689421,-82.2179354,0,0.089,0.233333333,0.089,0.233333333,1/20/2019 16:00,0.089,0.25
11872,14000US39093096100,grocery,775,3871,139,51300,39,93,96100,39093096100,961,Census Tract 961,G5020,S,57347085,1025915,41.1693053,-82.2185411,0.326751017,0.006263232,22.1417999,0.985135614,139,-82.21905286,41.16870588,Apples Market,41.1691451,-82.2126447,0,0.619,1.816666667,0.619,1.816666667,1/20/2019 16:00,0.619,1.833333333
11876,14000US39093096100,hospital,140,696,139,51300,39,93,96100,39093096100,961,Census Tract 961,G5020,S,57347085,1025915,41.1693053,-82.2185411,0.326751017,0.006263232,22.1417999,0.985135614,139,-82.21905286,41.16870588,Mercy Allen Hospital,41.2951032,-82.2247481,0,14.802,16.26666667,14.802,18.4,1/20/2019 16:00,14.802,16.25
11878,14000US39093096100,police,2045,10221,139,51300,39,93,96100,39093096100,961,Census Tract 961,G5020,S,57347085,1025915,41.1693053,-82.2185411,0.326751017,0.006263232,22.1417999,0.985135614,139,-82.21905286,41.16870588,Wellington Police Department,41.1677947,-82.2166858,0,0.393,2.266666667,0.393,2.25,1/20/2019 16:00,0.393,2.3
11881,14000US39093097100,center,2971,13131,430,52150,39,93,97100,39093097100,971,Census Tract 971,G5020,S,155413077,923464,41.1222866,-82.2637587,0.613176274,0.016762157,60.0052986,0.992378145,430,-82.2569805,41.10116449,Cleveland Downtown,41.5047834,-81.6856808,0,80.442,54.38333333,80.442,59.75,1/20/2019 16:00,80.442,55.81666667
11887,14000US39093097100,fire,1701,8501,430,52150,39,93,97100,39093097100,971,Census Tract 971,G5020,S,155413077,923464,41.1222866,-82.2637587,0.613176274,0.016762157,60.0052986,0.992378145,430,-82.2569805,41.10116449,Rochester Fire Department,41.123397,-82.307167,0,6.495,5.866666667,6.495,5.866666667,1/20/2019 16:00,6.495,5.933333333
11889,14000US39093097100,grocery,1066,5326,430,52150,39,93,97100,39093097100,971,Census Tract 971,G5020,S,155413077,923464,41.1222866,-82.2637587,0.613176274,0.016762157,60.0052986,0.992378145,430,-82.2569805,41.10116449,Chet & Fran's Country Store,41.099804,-82.220658,0,3.187,2.533333333,3.187,2.533333333,1/20/2019 16:00,3.187,2.616666667
11894,14000US39093097100,hospital,431,2151,430,52150,39,93,97100,39093097100,971,Census Tract 971,G5020,S,155413077,923464,41.1222866,-82.2637587,0.613176274,0.016762157,60.0052986,0.992378145,430,-82.2569805,41.10116449,Cleveland Clinic Akron General Lodi Hospital,41.0357983,-82.0142831,0,26.845,21.33333333,26.845,21.45,1/20/2019 16:00,26.845,21.71666667
11899,14000US39093097100,police,2336,11676,430,52150,39,93,97100,39093097100,971,Census Tract 971,G5020,S,155413077,923464,41.1222866,-82.2637587,0.613176274,0.016762157,60.0052986,0.992378145,430,-82.2569805,41.10116449,Wellington Police Department,41.1677947,-82.2166858,0,10.579,9.05,10.579,9.316666667,1/20/2019 16:00,10.579,9.183333333
11901,14000US39093097200,center,2926,13086,385,52031,39,93,97200,39093097200,972,Census Tract 972,G5020,S,18645089,1423884,41.4238889,-82.2460816,0.26345853,0.002161702,7.1989102,0.935300184,385,-82.24568039,41.4256742,Cleveland Downtown,41.5047834,-81.6856808,0,59.293,38.58333333,59.293,42.98333333,1/20/2019 16:00,59.293,39.91666667
11905,14000US39093097200,fire,1656,8276,385,52031,39,93,97200,39093097200,972,Census Tract 972,G5020,S,18645089,1423884,41.4238889,-82.2460816,0.26345853,0.002161702,7.1989102,0.935300184,385,-82.24568039,41.4256742,Amherst Fire Department,41.396378,-82.2254886,0,5.17,8.85,5.17,8.9,1/20/2019 16:00,5.17,8.833333333
11911,14000US39093097200,grocery,1021,5101,385,52031,39,93,97200,39093097200,972,Census Tract 972,G5020,S,18645089,1423884,41.4238889,-82.2460816,0.26345853,0.002161702,7.1989102,0.935300184,385,-82.24568039,41.4256742,ALDI,41.4152996,-82.2067519,0,5.931,9.15,5.931,9.25,1/20/2019 16:00,5.931,9.066666667
11914,14000US39093097200,hospital,386,1926,385,52031,39,93,97200,39093097200,972,Census Tract 972,G5020,S,18645089,1423884,41.4238889,-82.2460816,0.26345853,0.002161702,7.1989102,0.935300184,385,-82.24568039,41.4256742,Mercy Wound Center,41.4368849,-82.237613,0,2.64,4.083333333,2.64,4.383333333,1/20/2019 16:00,2.64,4.216666667
11917,14000US39093097200,police,2291,11451,385,52031,39,93,97200,39093097200,972,Census Tract 972,G5020,S,18645089,1423884,41.4238889,-82.2460816,0.26345853,0.002161702,7.1989102,0.935300184,385,-82.24568039,41.4256742,Amherst Police Chief,41.4090169,-82.238395,0,2.786,4.633333333,2.786,4.666666667,1/20/2019 16:00,2.786,4.55
11923,14000US39093097300,center,2965,13125,424,52135,39,93,97300,39093097300,973,Census Tract 973,G5020,S,2199538,221578,41.457889,-82.1720017,0.095700561,0.000260916,0.849246,0.924591382,424,-82.17252076,41.45789111,Cleveland Downtown,41.5047834,-81.6856808,0,49.152,39.28333333,49.152,42.35,1/20/2019 16:00,49.152,40.51666667
11925,14000US39093097300,fire,1695,8471,424,52135,39,93,97300,39093097300,973,Census Tract 973,G5020,S,2199538,221578,41.457889,-82.1720017,0.095700561,0.000260916,0.849246,0.924591382,424,-82.17252076,41.45789111,Lorain Fire Department,41.4588425,-82.169587,0,0.405,1.183333333,0.405,1.183333333,1/20/2019 16:00,0.405,1.2
11930,14000US39093097300,grocery,1060,5296,424,52135,39,93,97300,39093097300,973,Census Tract 973,G5020,S,2199538,221578,41.457889,-82.1720017,0.095700561,0.000260916,0.849246,0.924591382,424,-82.17252076,41.45789111,Long Avenue Market,41.4536678,-82.1751565,0,0.595,1.833333333,0.595,1.833333333,1/20/2019 16:00,0.595,1.85
11934,14000US39093097300,hospital,425,2121,424,52135,39,93,97300,39093097300,973,Census Tract 973,G5020,S,2199538,221578,41.457889,-82.1720017,0.095700561,0.000260916,0.849246,0.924591382,424,-82.17252076,41.45789111,Mercy Regional Medical Center,41.4368646,-82.2374224,0,7.751,10.11666667,7.751,10.65,1/20/2019 16:00,7.751,10.18333333
11937,14000US39093097300,police,2330,11646,424,52135,39,93,97300,39093097300,973,Census Tract 973,G5020,S,2199538,221578,41.457889,-82.1720017,0.095700561,0.000260916,0.849246,0.924591382,424,-82.17252076,41.45789111,Lorain Prosecuting Attorney,41.4682864,-82.1781659,0,1.495,2.85,1.495,2.783333333,1/20/2019 16:00,1.495,2.766666667
11943,14000US39093097400,center,2671,12831,130,50998,39,93,97400,39093097400,974,Census Tract 974,G5020,S,11376574,2002628,41.4948307,-81.9901589,0.180118824,0.001442652,4.39252,0.848802798,130,-81.98903495,41.49522747,Cleveland Downtown,41.5047834,-81.6856808,0,35.553,25.83333333,35.553,28.41666667,1/20/2019 16:00,35.553,26.91666667
11946,14000US39093097400,fire,1401,7001,130,50998,39,93,97400,39093097400,974,Census Tract 974,G5020,S,11376574,2002628,41.4948307,-81.9901589,0.180118824,0.001442652,4.39252,0.848802798,130,-81.98903495,41.49522747,Avon Lake Fire Department,41.491884,-82.021266,0,3.077,4.5,3.077,4.516666667,1/20/2019 16:00,3.077,4.466666667
11951,14000US39093097400,grocery,766,3826,130,50998,39,93,97400,39093097400,974,Census Tract 974,G5020,S,11376574,2002628,41.4948307,-81.9901589,0.180118824,0.001442652,4.39252,0.848802798,130,-81.98903495,41.49522747,Giant Eagle Supermarket,41.4936646,-81.9857766,0,0.347,1.633333333,0.347,1.65,1/20/2019 16:00,0.347,1.616666667
11955,14000US39093097400,hospital,131,651,130,50998,39,93,97400,39093097400,974,Census Tract 974,G5020,S,11376574,2002628,41.4948307,-81.9901589,0.180118824,0.001442652,4.39252,0.848802798,130,-81.98903495,41.49522747,Cleveland Clinic - Avon Hospital,41.468939,-81.9818879,0,3.487,4.95,3.487,5.016666667,1/20/2019 16:00,3.487,5.066666667
11959,14000US39093097400,police,2036,10176,130,50998,39,93,97400,39093097400,974,Census Tract 974,G5020,S,11376574,2002628,41.4948307,-81.9901589,0.180118824,0.001442652,4.39252,0.848802798,130,-81.98903495,41.49522747,Avon Lake Police Department,41.4917404,-82.0219949,0,3.144,4.8,3.144,4.966666667,1/20/2019 16:00,3.144,4.8
11963,14000US39103400100,center,2636,12796,95,50902,39,103,400100,39103400100,4001,Census Tract 4001,G5020,S,69162840,360814,41.2490871,-81.7378669,0.349384643,0.007467603,26.7038994,0.991495256,95,-81.73513123,41.23941741,Cleveland Downtown,41.5047834,-81.6856808,0,46.176,30.66666667,39.943,34.6,1/20/2019 16:00,46.176,32.01666667
11968,14000US39103400100,fire,1366,6826,95,50902,39,103,400100,39103400100,4001,Census Tract 4001,G5020,S,69162840,360814,41.2490871,-81.7378669,0.349384643,0.007467603,26.7038994,0.991495256,95,-81.73513123,41.23941741,Hinckley Twp. Fire Department,41.2379421,-81.7452532,0,0.906,1.1,0.906,1.066666667,1/20/2019 16:00,0.906,1.133333333
11970,14000US39103400100,grocery,731,3651,95,50902,39,103,400100,39103400100,4001,Census Tract 4001,G5020,S,69162840,360814,41.2490871,-81.7378669,0.349384643,0.007467603,26.7038994,0.991495256,95,-81.73513123,41.23941741,Boswell's Beanery & Blends,41.2400955,-81.7321612,0,0.252,0.216666667,0.252,0.233333333,1/20/2019 16:00,0.252,0.216666667
11974,14000US39103400100,hospital,96,476,95,50902,39,103,400100,39103400100,4001,Census Tract 4001,G5020,S,69162840,360814,41.2490871,-81.7378669,0.349384643,0.007467603,26.7038994,0.991495256,95,-81.73513123,41.23941741,Brunswick Medical Center,41.2389582,-81.8317333,0,8.364,11.18333333,8.364,11.45,1/20/2019 16:00,8.364,11.35
11977,14000US39103400100,police,2001,10001,95,50902,39,103,400100,39103400100,4001,Census Tract 4001,G5020,S,69162840,360814,41.2490871,-81.7378669,0.349384643,0.007467603,26.7038994,0.991495256,95,-81.73513123,41.23941741,Hinckley Township Police Department,41.2379693,-81.745337,0,0.903,1.1,0.903,1.083333333,1/20/2019 16:00,0.903,1.133333333
11984,14000US39103402000,center,2637,12797,96,50903,39,103,402000,39103402000,4020,Census Tract 4020,G5020,S,66582950,10564,41.234614,-81.9265033,0.339971278,0.00715265,25.7077999,0.993324054,96,-81.92582574,41.23730483,Cleveland Downtown,41.5047834,-81.6856808,0,52.206,39.46666667,52.206,44.38333333,1/20/2019 16:00,52.206,40.43333333
11988,14000US39103402000,fire,1367,6831,96,50903,39,103,402000,39103402000,4020,Census Tract 4020,G5020,S,66582950,10564,41.234614,-81.9265033,0.339971278,0.00715265,25.7077999,0.993324054,96,-81.92582574,41.23730483,Valley City Fire Department,41.2365273,-81.9287932,0,0.333,0.566666667,0.333,0.583333333,1/20/2019 16:00,0.333,0.566666667
11991,14000US39103402000,grocery,732,3656,96,50903,39,103,402000,39103402000,4020,Census Tract 4020,G5020,S,66582950,10564,41.234614,-81.9265033,0.339971278,0.00715265,25.7077999,0.993324054,96,-81.92582574,41.23730483,Cedar Deli,41.2291488,-81.8413947,0,8.077,8.866666667,8.077,9.716666667,1/20/2019 16:00,8.077,8.966666667
11994,14000US39103402000,hospital,97,481,96,50903,39,103,402000,39103402000,4020,Census Tract 4020,G5020,S,66582950,10564,41.234614,-81.9265033,0.339971278,0.00715265,25.7077999,0.993324054,96,-81.92582574,41.23730483,Brunswick Medical Center,41.2389582,-81.8317333,0,7.995,9.133333333,7.995,10.46666667,1/20/2019 16:00,7.995,9.25
11998,14000US39103402000,police,2002,10006,96,50903,39,103,402000,39103402000,4020,Census Tract 4020,G5020,S,66582950,10564,41.234614,-81.9265033,0.339971278,0.00715265,25.7077999,0.993324054,96,-81.92582574,41.23730483,Valley City Fire Department,41.2365273,-81.9287932,0,0.333,0.566666667,0.333,0.583333333,1/20/2019 16:00,0.333,0.566666667
12004,14000US39103403001,center,2638,12798,97,50904,39,103,403001,39103403001,4030.01,Census Tract 4030.01,G5020,S,58608921,47031,41.1683877,-82.0246426,0.324948512,0.006293518,22.6289997,0.9965786,97,-82.02393333,41.1679711,Cleveland Downtown,41.5047834,-81.6856808,0,66.23,46.36666667,66.23,51.23333333,1/20/2019 16:00,66.23,47.85
12008,14000US39103403001,fire,1368,6836,97,50904,39,103,403001,39103403001,4030.01,Census Tract 4030.01,G5020,S,58608921,47031,41.1683877,-82.0246426,0.324948512,0.006293518,22.6289997,0.9965786,97,-82.02393333,41.1679711,Litchfield Fire House,41.1685671,-82.0315232,0,0.637,0.583333333,0.637,0.683333333,1/20/2019 16:00,0.637,0.6
12012,14000US39103403001,grocery,733,3661,97,50904,39,103,403001,39103403001,4030.01,Census Tract 4030.01,G5020,S,58608921,47031,41.1683877,-82.0246426,0.324948512,0.006293518,22.6289997,0.9965786,97,-82.02393333,41.1679711,Old Candie,41.2280562,-82.1149717,0,15.278,10.96666667,15.278,11.2,1/20/2019 16:00,15.278,11.33333333
12013,14000US39103403001,hospital,98,486,97,50904,39,103,403001,39103403001,4030.01,Census Tract 4030.01,G5020,S,58608921,47031,41.1683877,-82.0246426,0.324948512,0.006293518,22.6289997,0.9965786,97,-82.02393333,41.1679711,Brunswick Medical Center,41.2389582,-81.8317333,0,28.944,25.63333333,28.944,27.05,1/20/2019 16:00,28.944,26.13333333
12019,14000US39103403001,police,2003,10011,97,50904,39,103,403001,39103403001,4030.01,Census Tract 4030.01,G5020,S,58608921,47031,41.1683877,-82.0246426,0.324948512,0.006293518,22.6289997,0.9965786,97,-82.02393333,41.1679711,Lagrange Police Department,41.23039,-82.120406,0,15.034,10.46666667,15.034,10.6,1/20/2019 16:00,15.034,10.83333333
12024,14000US39103403002,center,2639,12799,98,50905,39,103,403002,39103403002,4030.02,Census Tract 4030.02,G5020,S,43680265,178694,41.1739215,-81.9317157,0.322848398,0.004706204,16.8649998,0.991996552,98,-81.95104975,41.1677975,Cleveland Downtown,41.5047834,-81.6856808,0,61.157,43.7,61.157,48.45,1/20/2019 16:00,61.157,44.51666667
12025,14000US39103403002,fire,1369,6841,98,50905,39,103,403002,39103403002,4030.02,Census Tract 4030.02,G5020,S,43680265,178694,41.1739215,-81.9317157,0.322848398,0.004706204,16.8649998,0.991996552,98,-81.95104975,41.1677975,Erhart Volunteer Fire Department,41.167489,-81.925535,0,2.136,1.7,2.136,1.7,1/20/2019 16:00,2.136,1.783333333
12030,14000US39103403002,grocery,734,3666,98,50905,39,103,403002,39103403002,4030.02,Census Tract 4030.02,G5020,S,43680265,178694,41.1739215,-81.9317157,0.322848398,0.004706204,16.8649998,0.991996552,98,-81.95104975,41.1677975,Marc's Stores,41.1563115,-81.8644798,0,8.669,9.216666667,8.669,9.266666667,1/20/2019 16:00,8.669,9.383333333
12033,14000US39103403002,hospital,99,491,98,50905,39,103,403002,39103403002,4030.02,Census Tract 4030.02,G5020,S,43680265,178694,41.1739215,-81.9317157,0.322848398,0.004706204,16.8649998,0.991996552,98,-81.95104975,41.1677975,Brunswick Medical Center,41.2389582,-81.8317333,0,17.83,17.25,17.83,18.66666667,1/20/2019 16:00,17.83,17.68333333
12039,14000US39103403002,police,2004,10016,98,50905,39,103,403002,39103403002,4030.02,Census Tract 4030.02,G5020,S,43680265,178694,41.1739215,-81.9317157,0.322848398,0.004706204,16.8649998,0.991996552,98,-81.95104975,41.1677975,Medina Township Police Department,41.171244,-81.8618641,0,9.322,11.01666667,9.322,11.03333333,1/20/2019 16:00,9.322,11.21666667
12043,14000US39103404000,center,2633,12793,92,50871,39,103,404000,39103404000,4040,Census Tract 4040,G5020,S,34288753,106553,41.1776954,-81.8225942,0.33999729,0.00369111,13.2390003,0.987414966,92,-81.8080645,41.176956,Cleveland Downtown,41.5047834,-81.6856808,0,48.655,31.65,48.655,37.21666667,1/20/2019 16:00,48.655,32.08333333
12048,14000US39103404000,fire,1363,6811,92,50871,39,103,404000,39103404000,4040,Census Tract 4040,G5020,S,34288753,106553,41.1776954,-81.8225942,0.33999729,0.00369111,13.2390003,0.987414966,92,-81.8080645,41.176956,Medina Township Fire Department,41.1713102,-81.8290314,0,2.428,2.55,2.428,2.75,1/20/2019 16:00,2.428,2.566666667
12050,14000US39103404000,grocery,728,3636,92,50871,39,103,404000,39103404000,4040,Census Tract 4040,G5020,S,34288753,106553,41.1776954,-81.8225942,0.33999729,0.00369111,13.2390003,0.987414966,92,-81.8080645,41.176956,ALDI,41.1352861,-81.8101564,0,7.131,7.966666667,7.131,8.266666667,1/20/2019 16:00,7.131,8.166666667
12053,14000US39103404000,hospital,93,461,92,50871,39,103,404000,39103404000,4040,Census Tract 4040,G5020,S,34288753,106553,41.1776954,-81.8225942,0.33999729,0.00369111,13.2390003,0.987414966,92,-81.8080645,41.176956,Brunswick Medical Center,41.2389582,-81.8317333,0,9.64,12.48333333,9.64,12.26666667,1/20/2019 16:00,9.64,11.78333333
12057,14000US39103404000,police,1998,9986,92,50871,39,103,404000,39103404000,4040,Census Tract 4040,G5020,S,34288753,106553,41.1776954,-81.8225942,0.33999729,0.00369111,13.2390003,0.987414966,92,-81.8080645,41.176956,State Highway Patrol,41.1896441,-81.7990962,0,1.748,2.183333333,1.748,2.133333333,1/20/2019 16:00,1.748,1.616666667
12062,14000US39103405000,center,2634,12794,93,50872,39,103,405000,39103405000,4050,Census Tract 4050,G5020,S,60210928,222768,41.1702121,-81.7384177,0.329037183,0.006484372,23.2476006,0.994519895,93,-81.73553504,41.16905603,Cleveland Downtown,41.5047834,-81.6856808,0,46.728,31.21666667,46.728,36.55,1/20/2019 16:00,46.728,32.56666667
12068,14000US39103405000,fire,1364,6816,93,50872,39,103,405000,39103405000,4050,Census Tract 4050,G5020,S,60210928,222768,41.1702121,-81.7384177,0.329037183,0.006484372,23.2476006,0.994519895,93,-81.73553504,41.16905603,Granger Township Fire Department,41.173873,-81.741552,0,1.132,1.233333333,1.132,1.233333333,1/20/2019 16:00,1.132,1.266666667
12072,14000US39103405000,grocery,729,3641,93,50872,39,103,405000,39103405000,4050,Census Tract 4050,G5020,S,60210928,222768,41.1702121,-81.7384177,0.329037183,0.006484372,23.2476006,0.994519895,93,-81.73553504,41.16905603,D M Foods,41.1383496,-81.7006508,0,5.309,6.45,5.309,6.483333333,1/20/2019 16:00,5.309,6.583333333
12073,14000US39103405000,hospital,94,466,93,50872,39,103,405000,39103405000,4050,Census Tract 4050,G5020,S,60210928,222768,41.1702121,-81.7384177,0.329037183,0.006484372,23.2476006,0.994519895,93,-81.73553504,41.16905603,Akron General Medical Center,41.108407,-81.633182,0,13.441,14.26666667,13.441,15.75,1/20/2019 16:00,13.441,14.6
12077,14000US39103405000,police,1999,9991,93,50872,39,103,405000,39103405000,4050,Census Tract 4050,G5020,S,60210928,222768,41.1702121,-81.7384177,0.329037183,0.006484372,23.2476006,0.994519895,93,-81.73553504,41.16905603,State Highway Patrol,41.1896441,-81.7990962,0,7.393,7.65,7.393,7.666666667,1/20/2019 16:00,7.393,7.95
12083,14000US39103406000,center,2673,12833,132,51148,39,103,406000,39103406000,4060,Census Tract 4060,G5020,S,67313204,128188,41.0974232,-81.7369696,0.352147663,0.007228692,25.9897995,0.995916515,132,-81.73622994,41.09916709,Cleveland Downtown,41.5047834,-81.6856808,0,54.842,37.15,54.221,43.18333333,1/20/2019 16:00,54.842,38.75
12085,14000US39103406000,fire,1403,7011,132,51148,39,103,406000,39103406000,4060,Census Tract 4060,G5020,S,67313204,128188,41.0974232,-81.7369696,0.352147663,0.007228692,25.9897995,0.995916515,132,-81.73622994,41.09916709,Sharon Township Fire Department,41.098385,-81.7331909,0,0.299,0.483333333,0.299,0.6,1/20/2019 16:00,0.299,0.516666667
12091,14000US39103406000,grocery,768,3836,132,51148,39,103,406000,39103406000,4060,Census Tract 4060,G5020,S,67313204,128188,41.0974232,-81.7369696,0.352147663,0.007228692,25.9897995,0.995916515,132,-81.73622994,41.09916709,Lorimdas,41.1185283,-81.7293633,0,2.737,2.6,2.737,3.066666667,1/20/2019 16:00,2.737,2.7
12094,14000US39103406000,hospital,133,661,132,51148,39,103,406000,39103406000,4060,Census Tract 4060,G5020,S,67313204,128188,41.0974232,-81.7369696,0.352147663,0.007228692,25.9897995,0.995916515,132,-81.73622994,41.09916709,Summa Health Wadsworth-Rittman Medical Center,41.0278353,-81.7505084,0,9.232,9.1,9.232,9.15,1/20/2019 16:00,9.232,9.133333333
12097,14000US39103406000,police,2038,10186,132,51148,39,103,406000,39103406000,4060,Census Tract 4060,G5020,S,67313204,128188,41.0974232,-81.7369696,0.352147663,0.007228692,25.9897995,0.995916515,132,-81.73622994,41.09916709,Sharon Township Zoning,41.0988454,-81.7349779,0,0.122,0.283333333,0.122,0.333333333,1/20/2019 16:00,0.122,0.3
12102,14000US39103407000,center,2635,12795,94,50873,39,103,407000,39103407000,4070,Census Tract 4070,G5020,S,43239546,112636,41.0830513,-81.8281041,0.321317449,0.004645952,16.6949005,0.988124403,94,-81.8321825,41.08451705,Cleveland Downtown,41.5047834,-81.6856808,0,59.103,34.58333333,59.103,40.65,1/20/2019 16:00,59.103,35.98333333
12108,14000US39103407000,fire,1365,6821,94,50873,39,103,407000,39103407000,4070,Census Tract 4070,G5020,S,43239546,112636,41.0830513,-81.8281041,0.321317449,0.004645952,16.6949005,0.988124403,94,-81.8321825,41.08451705,Medina Fire Department Station No. 5,41.0921328,-81.8249391,0,15.079,13.15,15.079,14.26666667,1/20/2019 16:00,15.079,13.7
12110,14000US39103407000,grocery,730,3646,94,50873,39,103,407000,39103407000,4070,Census Tract 4070,G5020,S,43239546,112636,41.0830513,-81.8281041,0.321317449,0.004645952,16.6949005,0.988124403,94,-81.8321825,41.08451705,Buehler Fresh Foods Medina River Styx,41.1347577,-81.8171417,0,8.867,7.883333333,8.867,8.45,1/20/2019 16:00,8.867,8.166666667
12115,14000US39103407000,hospital,95,471,94,50873,39,103,407000,39103407000,4070,Census Tract 4070,G5020,S,43239546,112636,41.0830513,-81.8281041,0.321317449,0.004645952,16.6949005,0.988124403,94,-81.8321825,41.08451705,University Hospital Medina Health Center Imaging Dept,41.1372521,-81.8297194,0,9.768,8.6,9.768,9.25,1/20/2019 16:00,9.768,8.983333333
12118,14000US39103407000,police,2000,9996,94,50873,39,103,407000,39103407000,4070,Census Tract 4070,G5020,S,43239546,112636,41.0830513,-81.8281041,0.321317449,0.004645952,16.6949005,0.988124403,94,-81.8321825,41.08451705,Montville Township,41.0920684,-81.8246987,0,14.943,12.9,14.943,13.6,1/20/2019 16:00,14.943,13.45
12122,14000US39103408001,center,2981,13141,440,52177,39,103,408001,39103408001,4080.01,Census Tract 4080.01,G5020,S,2959469,19283,41.1486459,-81.8479383,0.098229499,0.000319497,1.14266,0.993950393,440,-81.8516965,41.14410934,Cleveland Downtown,41.5047834,-81.6856808,0,54.595,39.78333333,54.595,44.36666667,1/20/2019 16:00,54.595,40.3
12125,14000US39103408001,fire,1711,8551,440,52177,39,103,408001,39103408001,4080.01,Census Tract 4080.01,G5020,S,2959469,19283,41.1486459,-81.8479383,0.098229499,0.000319497,1.14266,0.993950393,440,-81.8516965,41.14410934,Sharon Center Fire Department,41.1383877,-81.8637474,0,1.908,5.45,1.908,5.55,1/20/2019 16:00,1.908,5.9
12132,14000US39103408001,grocery,1076,5376,440,52177,39,103,408001,39103408001,4080.01,Census Tract 4080.01,G5020,S,2959469,19283,41.1486459,-81.8479383,0.098229499,0.000319497,1.14266,0.993950393,440,-81.8516965,41.14410934,Giant Eagle Supermarket,41.1506258,-81.8610427,0,1.65,5.233333333,1.65,5.233333333,1/20/2019 16:00,1.65,5.25
12134,14000US39103408001,hospital,441,2201,440,52177,39,103,408001,39103408001,4080.01,Census Tract 4080.01,G5020,S,2959469,19283,41.1486459,-81.8479383,0.098229499,0.000319497,1.14266,0.993950393,440,-81.8516965,41.14410934,Cleveland Clinic - Medina Hospital,41.1380857,-81.8379599,0,2.333,6.3,2.333,6.35,1/20/2019 16:00,2.333,6.433333333
12140,14000US39103408001,police,2346,11726,440,52177,39,103,408001,39103408001,4080.01,Census Tract 4080.01,G5020,S,2959469,19283,41.1486459,-81.8479383,0.098229499,0.000319497,1.14266,0.993950393,440,-81.8516965,41.14410934,Country Baker of Medina,41.1448473,-81.8622966,0,1.208,3.666666667,1.208,3.666666667,1/20/2019 16:00,1.208,3.9
12142,14000US39103408002,center,2983,13143,442,52179,39,103,408002,39103408002,4080.02,Census Tract 4080.02,G5020,S,7011690,472599,41.1455442,-81.8194036,0.135876051,0.000802759,2.7072301,0.9346177,442,-81.81364154,41.14544276,Cleveland Downtown,41.5047834,-81.6856808,0,53.648,37.2,53.648,41.78333333,1/20/2019 16:00,53.648,37.68333333
12145,14000US39103408002,fire,1713,8561,442,52179,39,103,408002,39103408002,4080.02,Census Tract 4080.02,G5020,S,7011690,472599,41.1455442,-81.8194036,0.135876051,0.000802759,2.7072301,0.9346177,442,-81.81364154,41.14544276,Medina Township Fire Department Station No. 2,41.1419604,-81.8012344,0,1.433,2.35,1.433,2.35,1/20/2019 16:00,1.433,2.35
12149,14000US39103408002,grocery,1078,5386,442,52179,39,103,408002,39103408002,4080.02,Census Tract 4080.02,G5020,S,7011690,472599,41.1455442,-81.8194036,0.135876051,0.000802759,2.7072301,0.9346177,442,-81.81364154,41.14544276,ALDI,41.1352861,-81.8101564,0,2.785,4.183333333,2.785,4.216666667,1/20/2019 16:00,2.785,4.316666667
